cust_id;date;mobile_eft_all_cnt;active_product_category_nbr;mobile_eft_all_amt;cc_transaction_all_amt;cc_transaction_all_cnt;year_month;year
2;2017-07-01;3.0;3;654.39;29.0;3.0;2017-07;2017
2;2017-08-01;5.0;3;556.73;0.0;0.0;2017-08;2017
2;2017-09-01;2.0;3;754.8;0.0;0.0;2017-09;2017
2;2017-10-01;2.0;3;838.91;0.0;0.0;2017-10;2017
2;2017-11-01;1.0;3;1072.04;0.0;0.0;2017-11;2017
2;2017-12-01;1.0;3;987.47;15.83;3.0;2017-12;2017
2;2018-01-01;1.0;3;1119.64;13.13;3.0;2018-01;2018
2;2018-02-01;1.0;3;1375.36;14.0;3.0;2018-02;2018
2;2018-03-01;2.0;2;1272.54;84.0;4.0;2018-03;2018
2;2018-04-01;1.0;3;1309.09;13.0;1.0;2018-04;2018
2;2018-05-01;1.0;3;1301.98;19.52;3.0;2018-05;2018
2;2018-06-01;1.0;3;1039.54;13.41;2.0;2018-06;2018
2;2018-07-01;1.0;3;505.91;18.0;4.0;2018-07;2018
2;2018-08-01;5.0;3;353.47;15.88;4.0;2018-08;2018
2;2018-09-01;1.0;3;151.14;15.0;3.0;2018-09;2018
2;2018-10-01;1.0;3;182.49;17.15;2.0;2018-10;2018
2;2018-11-01;1.0;3;442.8;0.0;1.0;2018-11;2018
2;2018-12-01;4.0;3;943.4;75.0;7.0;2018-12;2018
2;2019-01-01;1.0;3;810.71;33.0;7.0;2019-01;2019
3;2016-01-01;4.0;3;85.46;122.41;16.0;2016-01;2016
3;2016-02-01;4.0;3;107.92;272.04;16.0;2016-02;2016
3;2016-03-01;2.0;3;75.52;440.23;17.0;2016-03;2016
3;2016-04-01;2.0;3;85.35;211.59;16.0;2016-04;2016
3;2016-05-01;2.0;3;90.02;262.81;15.0;2016-05;2016
3;2016-06-01;2.0;3;48.67;331.66;15.0;2016-06;2016
3;2016-07-01;1.0;3;35.73;383.84;11.0;2016-07;2016
3;2016-08-01;1.0;3;60.88;483.89;19.0;2016-08;2016
3;2016-09-01;1.0;3;29.56;708.14;23.0;2016-09;2016
3;2016-10-01;1.0;3;0.0;974.84;26.0;2016-10;2016
3;2016-11-01;2.0;3;95.0;329.3;19.0;2016-11;2016
3;2016-12-01;1.0;3;17.27;365.83;21.0;2016-12;2016
3;2017-01-01;2.0;3;41.0;275.53;17.0;2017-01;2017
3;2017-02-01;1.0;3;25.0;185.13;19.0;2017-02;2017
3;2017-03-01;1.0;3;67.0;121.68;15.0;2017-03;2017
3;2017-04-01;1.0;3;17.46;282.71;21.0;2017-04;2017
3;2017-05-01;2.0;3;0.0;340.13;26.0;2017-05;2017
3;2017-06-01;2.0;3;25.88;253.21;23.0;2017-06;2017
3;2017-07-01;1.0;3;85.0;1055.18;36.0;2017-07;2017
3;2017-08-01;1.0;3;21.82;1572.67;49.0;2017-08;2017
3;2017-09-01;1.0;3;29.0;1749.13;49.0;2017-09;2017
3;2017-10-01;1.0;3;18.0;1597.68;40.0;2017-10;2017
3;2017-11-01;3.0;3;14.0;1411.45;40.0;2017-11;2017
3;2017-12-01;1.0;3;9.0;661.93;40.0;2017-12;2017
3;2018-01-01;4.0;3;55.0;635.34;36.0;2018-01;2018
3;2018-02-01;1.0;3;0.0;342.5;21.0;2018-02;2018
3;2018-03-01;4.0;3;18.41;618.53;32.0;2018-03;2018
3;2018-04-01;1.0;3;101.31;830.5;37.0;2018-04;2018
3;2018-05-01;1.0;3;134.64;537.9;30.0;2018-05;2018
3;2018-06-01;1.0;3;163.73;416.34;18.0;2018-06;2018
3;2018-07-01;1.0;3;186.0;340.5;14.0;2018-07;2018
3;2018-08-01;1.0;3;234.4;1183.46;20.0;2018-08;2018
3;2018-09-01;1.0;3;333.07;779.4;17.0;2018-09;2018
3;2018-10-01;2.0;3;498.99;1310.08;21.0;2018-10;2018
5;2016-01-01;4.0;2;74.82;829.67;48.0;2016-01;2016
5;2016-02-01;1.0;2;160.4;481.43;47.0;2016-02;2016
5;2016-03-01;1.0;2;156.07;308.85;46.0;2016-03;2016
5;2016-04-01;1.0;2;165.72;289.46;39.0;2016-04;2016
5;2016-05-01;2.0;2;295.88;14.51;4.0;2016-05;2016
5;2016-06-01;1.0;2;75.87;21.0;2.0;2016-06;2016
5;2016-07-01;1.0;2;74.83;120.07;35.0;2016-07;2016
5;2016-08-01;1.0;2;64.56;50.92;27.0;2016-08;2016
5;2016-09-01;1.0;2;89.29;50.93;24.0;2016-09;2016
5;2016-10-01;2.0;2;223.26;14.39;2.0;2016-10;2016
5;2016-11-01;2.0;2;183.47;69.0;4.0;2016-11;2016
5;2016-12-01;1.0;2;142.36;53.64;21.0;2016-12;2016
5;2017-01-01;2.0;2;172.42;40.68;15.0;2017-01;2017
5;2017-02-01;2.0;2;220.27;93.0;3.0;2017-02;2017
5;2017-03-01;2.0;2;171.63;61.0;1.0;2017-03;2017
5;2017-04-01;2.0;2;137.87;21.0;4.0;2017-04;2017
5;2017-05-01;4.0;2;408.33;16.14;3.0;2017-05;2017
5;2017-06-01;6.0;2;995.56;15.69;4.0;2017-06;2017
5;2017-07-01;5.0;2;834.63;16.25;3.0;2017-07;2017
5;2017-08-01;2.0;2;320.24;15.13;4.0;2017-08;2017
5;2017-09-01;3.0;2;569.44;15.71;1.0;2017-09;2017
5;2017-10-01;4.0;2;638.83;16.52;1.0;2017-10;2017
5;2017-11-01;3.0;2;555.4;14.29;3.0;2017-11;2017
5;2017-12-01;3.0;2;528.23;19.81;4.0;2017-12;2017
5;2018-01-01;4.0;2;1060.78;14.63;3.0;2018-01;2018
5;2018-02-01;5.0;2;1390.78;86.0;2.0;2018-02;2018
5;2018-03-01;4.0;2;723.01;13.74;3.0;2018-03;2018
6;2016-01-01;11.0;2;178.27;17.0;2.0;2016-01;2016
6;2016-02-01;14.0;2;519.71;19.18;1.0;2016-02;2016
6;2016-03-01;12.0;2;525.9;14.99;3.0;2016-03;2016
6;2016-04-01;12.0;2;722.87;14.0;4.0;2016-04;2016
6;2016-05-01;12.0;2;592.5;17.83;3.0;2016-05;2016
6;2016-06-01;12.0;2;488.7;19.93;3.0;2016-06;2016
6;2016-07-01;9.0;2;789.44;11.0;4.0;2016-07;2016
6;2016-08-01;9.0;2;1619.58;84.0;4.0;2016-08;2016
6;2016-09-01;9.0;2;1100.52;0.0;0.0;2016-09;2016
6;2016-10-01;11.0;2;1360.57;15.67;3.0;2016-10;2016
6;2016-11-01;9.0;3;916.95;58.0;1.0;2016-11;2016
6;2016-12-01;5.0;2;673.31;16.34;4.0;2016-12;2016
6;2017-01-01;5.0;2;659.71;19.43;2.0;2017-01;2017
6;2017-02-01;5.0;3;235.24;89.0;3.0;2017-02;2017
6;2017-03-01;4.0;2;142.5;15.25;3.0;2017-03;2017
6;2017-04-01;4.0;2;192.4;20.96;12.0;2017-04;2017
6;2017-05-01;4.0;2;213.04;149.24;25.0;2017-05;2017
6;2017-06-01;5.0;2;460.32;197.51;19.0;2017-06;2017
6;2017-07-01;4.0;3;311.3;198.96;24.0;2017-07;2017
6;2017-08-01;4.0;3;364.46;118.04;22.0;2017-08;2017
6;2017-09-01;4.0;3;656.53;57.0;4.0;2017-09;2017
6;2017-10-01;5.0;3;626.03;19.0;3.0;2017-10;2017
6;2017-11-01;4.0;3;434.26;76.0;1.0;2017-11;2017
6;2017-12-01;5.0;2;303.1;15.64;1.0;2017-12;2017
6;2018-01-01;4.0;2;233.27;15.23;1.0;2018-01;2018
6;2018-02-01;6.0;2;345.32;19.69;1.0;2018-02;2018
6;2018-03-01;6.0;2;382.32;15.55;3.0;2018-03;2018
6;2018-04-01;6.0;2;262.55;11.0;1.0;2018-04;2018
7;2016-01-01;1.0;3;112.01;50.61;9.0;2016-01;2016
7;2016-02-01;1.0;3;137.62;214.64;16.0;2016-02;2016
7;2016-03-01;1.0;3;85.22;382.33;17.0;2016-03;2016
7;2016-04-01;2.0;3;48.58;535.22;21.0;2016-04;2016
7;2016-05-01;4.0;3;44.39;297.76;14.0;2016-05;2016
7;2016-06-01;3.0;3;36.49;709.94;18.0;2016-06;2016
7;2016-07-01;2.0;3;37.03;835.57;19.0;2016-07;2016
7;2016-08-01;5.0;3;20.86;1905.36;39.0;2016-08;2016
7;2016-09-01;3.0;3;21.85;2016.23;47.0;2016-09;2016
7;2016-10-01;1.0;3;0.0;2374.18;45.0;2016-10;2016
7;2016-11-01;0.0;3;0.0;3210.39;59.0;2016-11;2016
7;2016-12-01;0.0;3;0.0;3229.64;73.0;2016-12;2016
7;2017-01-01;0.0;3;0.0;5374.94;96.0;2017-01;2017
7;2017-02-01;0.0;3;0.0;6010.64;88.0;2017-02;2017
7;2017-03-01;0.0;3;0.0;4218.15;76.0;2017-03;2017
7;2017-04-01;0.0;3;0.0;5853.71;116.0;2017-04;2017
7;2017-05-01;0.0;3;0.0;6056.63;118.0;2017-05;2017
7;2017-06-01;0.0;3;0.0;5652.08;105.0;2017-06;2017
7;2017-07-01;0.0;3;0.0;7251.47;125.0;2017-07;2017
7;2017-08-01;0.0;3;0.0;4325.68;106.0;2017-08;2017
7;2017-09-01;0.0;3;0.0;2854.89;80.0;2017-09;2017
7;2017-10-01;0.0;3;0.0;2149.75;72.0;2017-10;2017
7;2017-11-01;0.0;3;0.0;2240.05;94.0;2017-11;2017
7;2017-12-01;0.0;3;0.0;1609.35;74.0;2017-12;2017
7;2018-01-01;0.0;3;0.0;2071.62;80.0;2018-01;2018
7;2018-02-01;0.0;3;0.0;1916.64;66.0;2018-02;2018
7;2018-03-01;0.0;3;0.0;1789.03;74.0;2018-03;2018
7;2018-04-01;0.0;3;0.0;1674.21;75.0;2018-04;2018
7;2018-05-01;0.0;3;0.0;2215.72;77.0;2018-05;2018
8;2016-01-01;1.0;2;512.21;13.28;4.0;2016-01;2016
8;2016-02-01;1.0;2;405.19;19.0;1.0;2016-02;2016
8;2016-03-01;1.0;2;456.4;58.0;4.0;2016-03;2016
8;2016-04-01;1.0;2;751.6;99.0;2.0;2016-04;2016
8;2016-05-01;1.0;2;1084.77;63.0;2.0;2016-05;2016
8;2016-06-01;1.0;2;1263.69;84.0;3.0;2016-06;2016
8;2016-07-01;2.0;2;1131.21;79.0;2.0;2016-07;2016
8;2016-08-01;2.0;2;1939.43;11.0;3.0;2016-08;2016
8;2016-09-01;3.0;2;2582.24;87.0;2.0;2016-09;2016
8;2016-10-01;3.0;2;2996.56;83.0;5.0;2016-10;2016
8;2016-11-01;2.0;2;2026.01;41.0;3.0;2016-11;2016
8;2016-12-01;2.0;2;1959.92;31.0;2.0;2016-12;2016
8;2017-01-01;2.0;2;1882.86;6.0;2.0;2017-01;2017
8;2017-02-01;2.0;2;1746.32;68.0;3.0;2017-02;2017
8;2017-03-01;2.0;2;1724.79;26.0;4.0;2017-03;2017
8;2017-04-01;3.0;2;3047.06;12.0;2.0;2017-04;2017
8;2017-05-01;5.0;2;3580.2;16.0;2.0;2017-05;2017
8;2017-06-01;5.0;2;2965.8;15.92;3.0;2017-06;2017
8;2017-07-01;5.0;2;3222.86;0.0;0.0;2017-07;2017
8;2017-08-01;7.0;2;3941.55;0.0;0.0;2017-08;2017
8;2017-09-01;6.0;2;3964.71;0.0;0.0;2017-09;2017
8;2017-10-01;9.0;2;3937.39;0.0;0.0;2017-10;2017
8;2017-11-01;6.0;2;4616.58;0.0;0.0;2017-11;2017
8;2017-12-01;7.0;2;3847.63;0.0;0.0;2017-12;2017
8;2018-01-01;6.0;2;3607.23;0.0;0.0;2018-01;2018
8;2018-02-01;6.0;2;3116.16;0.0;0.0;2018-02;2018
8;2018-03-01;5.0;2;2280.39;0.0;0.0;2018-03;2018
8;2018-04-01;4.0;2;2301.24;0.0;0.0;2018-04;2018
8;2018-05-01;5.0;2;2569.38;0.0;0.0;2018-05;2018
9;2016-01-01;14.0;2;2646.27;606.03;18.0;2016-01;2016
9;2016-02-01;12.0;2;3177.89;1234.36;26.0;2016-02;2016
9;2016-03-01;7.0;2;2141.96;992.12;17.0;2016-03;2016
9;2016-04-01;8.0;3;2264.12;1213.62;27.0;2016-04;2016
9;2016-05-01;4.0;3;1114.18;1447.19;28.0;2016-05;2016
9;2016-06-01;6.0;2;1329.58;1684.5;33.0;2016-06;2016
9;2016-07-01;5.0;3;1087.66;2148.62;41.0;2016-07;2016
9;2016-08-01;4.0;3;1012.22;2362.75;46.0;2016-08;2016
9;2016-09-01;5.0;3;1122.24;2218.33;43.0;2016-09;2016
9;2016-10-01;3.0;2;599.88;4607.64;63.0;2016-10;2016
9;2016-11-01;2.0;3;239.15;2893.76;49.0;2016-11;2016
9;2016-12-01;2.0;3;754.15;1855.43;42.0;2016-12;2016
9;2017-01-01;2.0;3;397.04;2061.83;39.0;2017-01;2017
9;2017-02-01;2.0;3;539.61;2961.3;42.0;2017-02;2017
9;2017-03-01;1.0;3;185.8;2313.25;30.0;2017-03;2017
9;2017-04-01;1.0;3;299.38;1566.89;26.0;2017-04;2017
9;2017-05-01;1.0;3;247.29;2141.42;26.0;2017-05;2017
9;2017-06-01;2.0;3;82.99;2123.78;23.0;2017-06;2017
9;2017-07-01;5.0;3;43.49;3779.86;31.0;2017-07;2017
9;2017-08-01;2.0;3;69.93;2473.14;29.0;2017-08;2017
9;2017-09-01;4.0;3;32.04;2289.7;28.0;2017-09;2017
9;2017-10-01;1.0;3;114.99;1068.98;16.0;2017-10;2017
9;2017-11-01;3.0;2;66.75;713.06;15.0;2017-11;2017
9;2017-12-01;4.0;3;27.76;921.62;20.0;2017-12;2017
9;2018-01-01;5.0;3;92.73;1188.35;25.0;2018-01;2018
9;2018-02-01;4.0;3;84.97;1720.25;32.0;2018-02;2018
9;2018-03-01;1.0;2;97.02;2266.83;53.0;2018-03;2018
9;2018-04-01;3.0;2;37.47;1822.04;44.0;2018-04;2018
9;2018-05-01;1.0;2;178.19;1327.44;38.0;2018-05;2018
9;2018-06-01;1.0;2;114.45;1651.98;30.0;2018-06;2018
9;2018-07-01;1.0;3;114.33;1855.61;29.0;2018-07;2018
9;2018-08-01;2.0;2;45.59;526.6;19.0;2018-08;2018
9;2018-09-01;2.0;2;26.27;224.36;17.0;2018-09;2018
9;2018-10-01;1.0;2;6.0;219.73;20.0;2018-10;2018
9;2018-11-01;1.0;2;84.0;140.43;15.0;2018-11;2018
9;2018-12-01;4.0;2;96.0;14.85;7.0;2018-12;2018
9;2019-01-01;1.0;2;27.0;15.98;4.0;2019-01;2019
9;2019-02-01;2.0;2;25.36;18.81;1.0;2019-02;2019
9;2019-03-01;1.0;2;13.99;17.34;4.0;2019-03;2019
10;2016-01-01;2.0;3;1962.65;1689.5;42.0;2016-01;2016
10;2016-02-01;1.0;3;3057.03;2913.13;61.0;2016-02;2016
10;2016-03-01;1.0;3;2267.67;1887.58;48.0;2016-03;2016
10;2016-04-01;1.0;3;1784.51;1396.04;33.0;2016-04;2016
10;2016-05-01;1.0;3;2096.24;1160.9;33.0;2016-05;2016
10;2016-06-01;2.0;3;2491.79;965.98;24.0;2016-06;2016
10;2016-07-01;2.0;3;2283.35;641.4;28.0;2016-07;2016
10;2016-08-01;1.0;4;2594.97;350.4;26.0;2016-08;2016
10;2016-09-01;1.0;3;1546.97;209.52;26.0;2016-09;2016
10;2016-10-01;1.0;3;855.81;34.55;18.0;2016-10;2016
10;2016-11-01;2.0;3;486.34;50.83;17.0;2016-11;2016
10;2016-12-01;4.0;4;335.24;51.99;18.0;2016-12;2016
10;2017-01-01;3.0;4;769.71;70.55;20.0;2017-01;2017
10;2017-02-01;2.0;4;377.32;198.38;25.0;2017-02;2017
10;2017-03-01;1.0;4;298.68;220.37;23.0;2017-03;2017
10;2017-04-01;1.0;4;286.14;1255.64;44.0;2017-04;2017
10;2017-05-01;1.0;4;363.09;1528.77;42.0;2017-05;2017
10;2017-06-01;1.0;4;692.35;2048.84;48.0;2017-06;2017
10;2017-07-01;2.0;4;793.85;2534.45;53.0;2017-07;2017
10;2017-08-01;1.0;4;670.23;2298.08;55.0;2017-08;2017
10;2017-09-01;2.0;4;608.73;1801.55;67.0;2017-09;2017
11;2016-01-01;3.0;3;609.92;19.0;2.0;2016-01;2016
11;2016-02-01;3.0;3;713.92;73.0;2.0;2016-02;2016
11;2016-03-01;2.0;3;274.23;35.43;3.0;2016-03;2016
11;2016-04-01;2.0;3;514.7;0.0;3.0;2016-04;2016
11;2016-05-01;3.0;3;891.65;61.22;5.0;2016-05;2016
11;2016-06-01;3.0;3;1181.63;40.56;4.0;2016-06;2016
11;2016-07-01;2.0;3;679.32;20.74;4.0;2016-07;2016
11;2016-08-01;1.0;3;386.95;79.13;7.0;2016-08;2016
11;2016-09-01;2.0;3;411.45;38.89;7.0;2016-09;2016
11;2016-10-01;1.0;3;146.87;19.64;4.0;2016-10;2016
11;2016-11-01;1.0;3;115.43;0.0;4.0;2016-11;2016
11;2016-12-01;1.0;3;83.47;14.0;5.0;2016-12;2016
11;2017-01-01;1.0;3;16.48;55.44;10.0;2017-01;2017
11;2017-02-01;2.0;3;19.29;16.0;2.0;2017-02;2017
11;2017-03-01;2.0;3;14.33;14.46;3.0;2017-03;2017
11;2017-04-01;1.0;3;16.28;17.0;4.0;2017-04;2017
11;2017-05-01;2.0;3;35.74;16.48;1.0;2017-05;2017
11;2017-06-01;4.0;3;43.15;14.79;1.0;2017-06;2017
11;2017-07-01;1.0;3;35.38;49.0;3.0;2017-07;2017
11;2017-08-01;1.0;3;49.93;17.62;1.0;2017-08;2017
11;2017-09-01;4.0;3;0.0;63.0;6.0;2017-09;2017
11;2017-10-01;1.0;3;0.0;62.16;9.0;2017-10;2017
11;2017-11-01;3.0;3;32.93;51.92;11.0;2017-11;2017
11;2017-12-01;3.0;3;13.99;46.51;11.0;2017-12;2017
11;2018-01-01;3.0;3;18.34;117.73;18.0;2018-01;2018
11;2018-02-01;1.0;3;95.0;203.8;16.0;2018-02;2018
11;2018-03-01;0.0;3;0.0;47.0;12.0;2018-03;2018
11;2018-04-01;0.0;3;0.0;13.98;5.0;2018-04;2018
11;2018-05-01;0.0;3;0.0;65.0;3.0;2018-05;2018
11;2018-06-01;0.0;3;0.0;13.95;1.0;2018-06;2018
11;2018-07-01;0.0;3;0.0;15.78;4.0;2018-07;2018
11;2018-08-01;0.0;3;0.0;18.52;5.0;2018-08;2018
11;2018-09-01;0.0;3;0.0;48.67;7.0;2018-09;2018
11;2018-10-01;0.0;3;0.0;164.13;15.0;2018-10;2018
11;2018-11-01;0.0;3;0.0;144.22;16.0;2018-11;2018
12;2016-01-01;0.0;2;0.0;520.88;61.0;2016-01;2016
12;2016-02-01;0.0;2;0.0;136.7;36.0;2016-02;2016
12;2016-03-01;0.0;2;0.0;224.15;33.0;2016-03;2016
12;2016-04-01;0.0;3;0.0;257.94;41.0;2016-04;2016
12;2016-05-01;0.0;3;0.0;595.45;45.0;2016-05;2016
12;2016-06-01;0.0;2;0.0;463.33;34.0;2016-06;2016
12;2016-07-01;0.0;3;0.0;289.82;35.0;2016-07;2016
12;2016-08-01;0.0;3;0.0;376.93;41.0;2016-08;2016
12;2016-09-01;1.0;3;79.0;424.76;35.0;2016-09;2016
12;2016-10-01;0.0;2;0.0;654.17;37.0;2016-10;2016
12;2016-11-01;0.0;3;0.0;280.31;24.0;2016-11;2016
12;2016-12-01;0.0;3;0.0;449.88;29.0;2016-12;2016
12;2017-01-01;1.0;3;2.0;474.94;25.0;2017-01;2017
12;2017-02-01;2.0;3;16.21;704.19;29.0;2017-02;2017
12;2017-03-01;1.0;3;56.0;543.25;22.0;2017-03;2017
12;2017-04-01;2.0;3;31.94;521.4;20.0;2017-04;2017
12;2017-05-01;4.0;3;52.05;277.23;13.0;2017-05;2017
12;2017-06-01;3.0;3;92.37;204.33;13.0;2017-06;2017
12;2017-07-01;3.0;3;176.22;94.38;10.0;2017-07;2017
12;2017-08-01;1.0;3;116.68;36.01;9.0;2017-08;2017
12;2017-09-01;1.0;3;0.0;41.23;8.0;2017-09;2017
12;2017-10-01;2.0;3;66.0;77.41;9.0;2017-10;2017
12;2017-11-01;1.0;3;6.0;17.71;5.0;2017-11;2017
13;2016-01-01;0.0;3;0.0;530.62;42.0;2016-01;2016
13;2016-02-01;0.0;3;0.0;445.88;43.0;2016-02;2016
13;2016-03-01;0.0;3;0.0;57.17;23.0;2016-03;2016
13;2016-04-01;0.0;3;0.0;145.72;34.0;2016-04;2016
13;2016-05-01;0.0;3;0.0;161.18;28.0;2016-05;2016
13;2016-06-01;0.0;3;0.0;46.74;19.0;2016-06;2016
13;2016-07-01;0.0;3;0.0;27.35;14.0;2016-07;2016
13;2016-08-01;1.0;3;0.0;79.0;3.0;2016-08;2016
13;2016-09-01;0.0;3;0.0;26.74;16.0;2016-09;2016
13;2016-10-01;0.0;3;0.0;16.0;3.0;2016-10;2016
13;2016-11-01;0.0;3;0.0;14.0;4.0;2016-11;2016
13;2016-12-01;1.0;3;0.0;12.0;2.0;2016-12;2016
13;2017-01-01;0.0;3;0.0;17.81;2.0;2017-01;2017
13;2017-02-01;1.0;3;0.0;18.81;3.0;2017-02;2017
13;2017-03-01;0.0;3;0.0;15.81;1.0;2017-03;2017
13;2017-04-01;1.0;3;97.0;52.0;1.0;2017-04;2017
13;2017-05-01;1.0;3;39.0;45.0;4.0;2017-05;2017
13;2017-06-01;1.0;3;92.0;18.21;1.0;2017-06;2017
13;2017-07-01;1.0;3;83.0;0.0;0.0;2017-07;2017
13;2017-08-01;4.0;3;13.29;18.17;3.0;2017-08;2017
13;2017-09-01;1.0;3;51.23;0.0;0.0;2017-09;2017
14;2016-01-01;0.0;3;0.0;1853.05;56.0;2016-01;2016
14;2016-02-01;0.0;3;0.0;965.39;47.0;2016-02;2016
14;2016-03-01;0.0;3;0.0;806.16;42.0;2016-03;2016
14;2016-04-01;0.0;3;0.0;528.58;33.0;2016-04;2016
14;2016-05-01;0.0;4;0.0;761.87;32.0;2016-05;2016
14;2016-06-01;0.0;3;0.0;206.78;20.0;2016-06;2016
14;2016-07-01;0.0;3;0.0;184.29;19.0;2016-07;2016
14;2016-08-01;0.0;3;0.0;173.96;16.0;2016-08;2016
14;2016-09-01;0.0;3;0.0;147.53;23.0;2016-09;2016
14;2016-10-01;0.0;3;0.0;329.89;34.0;2016-10;2016
